umbral,accuracy,precision,recall,f1,pr_auc,roc_auc,TN,FP,FN,TP,alertas,costo_unidades,modelo
0.6900000000000001,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
0.6950000000000001,0.9724749241894098,0.9230769230769231,0.23841059602649006,0.37894736842105264,0.35439396294633196,0.7445591607209192,4133,3,115,36,39,1153,MLP inicial
0.7000000000000001,0.9724749241894098,0.9230769230769231,0.23841059602649006,0.37894736842105264,0.35439396294633196,0.7445591607209192,4133,3,115,36,39,1153,MLP inicial
0.7050000000000001,0.9724749241894098,0.9230769230769231,0.23841059602649006,0.37894736842105264,0.35439396294633196,0.7445591607209192,4133,3,115,36,39,1153,MLP inicial
0.7100000000000001,0.9722416608350828,0.9210526315789473,0.23178807947019867,0.37037037037037035,0.35439396294633196,0.7445591607209192,4133,3,116,35,38,1163,MLP inicial
0.7150000000000001,0.9722416608350828,0.9210526315789473,0.23178807947019867,0.37037037037037035,0.35439396294633196,0.7445591607209192,4133,3,116,35,38,1163,MLP inicial
0.7200000000000001,0.9722416608350828,0.9210526315789473,0.23178807947019867,0.37037037037037035,0.35439396294633196,0.7445591607209192,4133,3,116,35,38,1163,MLP inicial
0.725,0.9720083974807557,0.918918918918919,0.2251655629139073,0.3617021276595745,0.35439396294633196,0.7445591607209192,4133,3,117,34,37,1173,MLP inicial
0.73,0.9720083974807557,0.918918918918919,0.2251655629139073,0.3617021276595745,0.35439396294633196,0.7445591607209192,4133,3,117,34,37,1173,MLP inicial
0.735,0.9717751341264287,0.9166666666666666,0.2185430463576159,0.35294117647058826,0.35439396294633196,0.7445591607209192,4133,3,118,33,36,1183,MLP inicial
0.74,0.9720083974807557,0.9428571428571428,0.2185430463576159,0.3548387096774194,0.35439396294633196,0.7445591607209192,4134,2,118,33,35,1182,MLP inicial
0.745,0.9720083974807557,0.9428571428571428,0.2185430463576159,0.3548387096774194,0.35439396294633196,0.7445591607209192,4134,2,118,33,35,1182,MLP inicial
0.75,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.755,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.76,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.765,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.77,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.775,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.78,0.9715418707721017,0.9393939393939394,0.2052980132450331,0.33695652173913043,0.35439396294633196,0.7445591607209192,4134,2,120,31,33,1202,MLP inicial
0.785,0.9713086074177747,0.9375,0.1986754966887417,0.32786885245901637,0.35439396294633196,0.7445591607209192,4134,2,121,30,32,1212,MLP inicial
0.79,0.9708420807091206,0.9333333333333333,0.18543046357615894,0.30939226519337015,0.35439396294633196,0.7445591607209192,4134,2,123,28,30,1232,MLP inicial
0.795,0.9708420807091206,0.9333333333333333,0.18543046357615894,0.30939226519337015,0.35439396294633196,0.7445591607209192,4134,2,123,28,30,1232,MLP inicial
0.8,0.9708420807091206,0.9333333333333333,0.18543046357615894,0.30939226519337015,0.35439396294633196,0.7445591607209192,4134,2,123,28,30,1232,MLP inicial
